#{"t_start": 1733273477.165031, "env_id": "None"}
r,l,t
-0.006413,26,419.243167
-0.006203,26,419.269486
-0.006202,26,419.295643
-0.006323,26,419.323055
-0.001977,6,419.328564
-0.006487,26,419.354843
-0.006265,26,419.382615
-0.006313,26,419.4088
-0.006496,26,419.443479
-0.006135,26,419.470325
-0.006276,26,419.495907
-0.00624,26,419.521842
-0.006061,26,419.54767
-0.006533,26,419.576113
-0.006272,26,419.603265
-0.00623,26,419.630407
-0.00201,6,419.637486
-0.006301,26,419.665877
-0.006278,26,419.697336
-0.00638,26,419.734438
-0.006514,26,419.764875
-0.006059,26,419.791825
-0.001912,6,419.797469
-0.006356,26,419.823825
-0.006197,26,419.854327
-0.006306,26,419.88248
-0.006361,26,419.909528
-0.006153,26,419.937283
-0.006248,28,419.970372
-0.001977,6,419.976157
-0.006182,26,420.004354
-0.006466,26,420.031538
-0.002006,6,420.037472
-0.001977,6,420.042893
-0.002071,6,420.049471
-0.00622,26,420.077011
-0.006036,26,420.105737
-0.006275,26,420.13242
-0.006311,26,420.160416
-0.006122,26,420.18668
-0.006216,26,420.214417
-0.002522,8,420.223847
-0.006208,26,420.25525
-0.006158,26,420.284661
-0.041031,105,420.394294
-0.006297,26,420.423566
-0.002006,6,420.431606
-0.001977,6,420.438595
-0.003218,8,420.446885
-0.006309,26,420.477054
-0.006273,26,420.507324
-0.006572,28,420.537156
-0.006431,26,420.565264
-0.006204,26,420.591482
-0.00618,26,420.618191
-0.006367,26,420.645392
-0.006412,26,420.672869
-0.00617,26,420.702851
-0.006117,26,420.739384
-0.006328,26,420.768059
-0.006332,26,420.794876
-0.006322,26,420.82204
-0.002446,8,420.829779
-0.002509,8,420.83933
-0.006132,26,420.866277
-0.006108,26,420.89553
-0.002522,8,420.903204
-0.006036,26,420.941393
-0.006122,26,420.96811
-0.006603,26,420.993119
-0.006234,26,421.021725
-0.001946,6,421.027223
-0.002039,6,421.036482
-0.002006,6,421.042886
-0.006126,26,421.073887
-0.006465,26,421.105386
-0.006436,26,421.135091
-0.0062,26,421.163627
-0.006159,26,421.193068
-0.006428,26,421.223881
-0.006096,26,421.252651
-0.002071,6,421.258765
-0.006223,26,421.287496
-0.001946,6,421.293542
-0.002427,8,421.301579
-0.006166,26,421.328717
-0.006293,26,421.357588
-0.006164,26,421.386147
-0.002508,8,421.39442
-0.00619,26,421.422823
-0.00624,26,421.454312
-0.006374,26,421.481349
-0.006187,26,423.340954
-0.006324,26,423.367754
-0.006419,26,423.391439
-0.006212,26,423.417904
-0.006164,26,423.445806
-0.041923,105,423.558566
-0.006308,26,423.586398
-0.006106,26,423.613056
-0.006132,26,423.641617
-0.001946,6,423.647659
-0.006128,26,423.679364
-0.006222,26,423.715269
-0.006153,26,423.746886
-0.003382,8,423.756483
-0.006662,26,423.781374
-0.006222,26,423.808618
-0.006195,26,423.834398
-0.001912,6,423.839601
-0.006347,26,423.868118
-0.006271,26,423.895285
-0.006174,26,423.92198
-0.006328,26,423.950368
-0.006236,26,423.97699
-0.006472,26,424.005073
-0.006091,26,424.031513
-0.007036,29,424.061977
-0.002509,8,424.070849
-0.006127,26,424.09728
-0.002026,9,424.105066
-0.006335,26,424.133284
-0.006229,26,424.159762
-0.006365,26,424.186375
-0.006349,26,424.215565
-0.002104,6,424.225084
-0.00201,6,424.233635
-0.006183,26,424.265957
-0.002371,8,424.275519
-0.006249,26,424.304703
-0.006308,26,424.331389
-0.002071,6,424.336393
-0.00619,26,424.364218
-0.006136,26,424.389338
-0.006285,26,424.414593
-0.006255,26,424.440392
-0.006151,26,424.467103
-0.002527,8,424.475204
-0.00201,6,424.481348
-0.006442,26,424.508601
-0.006259,28,424.536086
-0.006024,26,424.56176
-0.002104,6,424.568307
-0.006202,26,424.596488
-0.00249,8,424.605191
-0.006302,26,424.630483
-0.006254,26,424.657784
-0.006463,26,424.685389
-0.002509,8,424.69584
-0.002071,6,424.704746
-0.006215,26,424.74491
-0.006144,26,424.771263
-0.006051,26,424.795797
-0.002509,8,424.804025
-0.002104,6,424.81016
-0.006091,26,424.835681
-0.006398,26,424.862138
-0.00201,6,424.86868
-0.00229,8,424.876228
-0.002039,6,424.882288
-0.006304,26,424.909055
-0.00628,26,424.933785
-0.002039,6,424.939373
-0.005959,26,424.966041
-0.006028,26,424.991793
-0.002434,8,424.99906
-0.002104,6,425.005703
-0.006379,28,425.032572
-0.00623,26,425.056748
-0.00249,8,425.065617
-0.006436,26,425.090559
-0.006277,26,425.116967
-0.006218,26,425.141319
-0.006476,26,425.168162
-0.00201,6,425.173169
-0.002039,6,425.180274
-0.006382,26,425.208272
-0.006319,26,425.237405
-0.006178,26,425.265674
-0.006379,26,425.295056
-0.002459,8,425.303002
-0.006299,26,425.327369
-0.006216,26,425.353824
-0.00608,26,425.378988
-0.006257,26,425.404737
-0.006037,26,425.431481
-0.006279,26,425.458545
-0.006646,26,427.226027
-0.041625,105,427.335333
-0.002508,8,427.34303
-0.006093,26,427.370352
-0.002039,6,427.377748
-0.006186,26,427.404412
-0.006203,26,427.434183
-0.006125,26,427.462831
-0.006296,26,427.490374
-0.006262,26,427.51775
-0.006267,26,427.545713
-0.006555,26,427.574128
-0.006159,26,427.616506
-0.006435,26,427.686969
-0.006618,26,427.739863
-0.00604,26,427.772227
-0.002104,6,427.77873
-0.006195,26,427.806538
-0.002374,11,427.815952
-0.002006,6,427.822051
-0.006447,26,427.84847
-0.002071,6,427.85465
-0.002039,6,427.860174
-0.00201,6,427.866191
-0.039569,105,427.977903
-0.007186,29,428.007846
-0.006085,26,428.033405
-0.002523,8,428.04142
-0.006215,26,428.068198
-0.006131,26,428.09437
-0.003377,8,428.102803
-0.006174,26,428.13012
-0.006242,26,428.15674
-0.006288,28,428.18573
-0.00631,26,428.214923
-0.006181,26,428.249885
-0.006202,26,428.278945
-0.006428,26,428.304863
-0.006321,26,428.331631
-0.006263,26,428.356667
-0.006177,26,428.383325
-0.006148,26,428.409882
-0.006551,26,428.439306
-0.006078,26,428.466508
-0.006476,26,428.495513
-0.006157,26,428.521881
-0.00231,8,428.529458
-0.006052,26,428.560221
-0.00648,28,428.589329
-0.002071,6,428.595635
-0.001977,6,428.601152
-0.0061,26,428.628788
-0.006173,26,428.656743
-0.002104,6,428.662761
-0.006505,26,428.689532
-0.006157,26,428.732689
-0.00636,26,428.783381
-0.002353,8,428.799016
-0.002071,6,428.809771
-0.002104,6,428.816753
-0.006308,26,428.841705
-0.00612,26,428.868155
-0.002459,8,428.87627
-0.040991,105,428.986584
-0.006162,26,429.014051
-0.00201,6,429.020538
-0.006179,26,429.046821
-0.0062,26,429.073972
-0.006298,26,429.101373
-0.006206,26,429.129521
-0.006075,26,429.155079
-0.006097,26,429.183817
-0.006161,26,429.211391
-0.00201,6,429.216897
-0.002371,8,429.231253
-0.006227,26,429.260566
-0.006451,26,429.289227
-0.006102,26,429.31609
-0.007616,29,429.345447
-0.002401,8,429.352988
-0.006561,26,429.380016
-0.002071,6,429.38554
-0.00201,6,429.393139
-0.006282,26,429.420214
-0.002279,8,429.429176
-0.003683,8,429.437259
-0.006243,26,429.465719
-0.006921,29,429.500265
-0.006281,26,431.269407
-0.006233,26,431.298819
-0.00643,26,431.325156
-0.006169,26,431.353289
-0.002464,8,431.362321
-0.006358,26,431.387083
-0.006148,26,431.412588
-0.006102,26,431.43931
-0.006238,26,431.46663
-0.006166,26,431.494563
-0.006425,26,431.521895
-0.002284,8,431.529848
-0.002104,6,431.536358
-0.006422,26,431.562841
-0.006125,26,431.589447
-0.006235,26,431.617913
-0.002039,6,431.625133
-0.006232,26,431.654507
-0.006461,26,431.684208
-0.006245,26,431.720052
-0.04071,105,431.834518
-0.006461,26,431.86471
-0.006016,26,431.893236
-0.006008,26,435.088134
-0.006183,26,435.117885
-0.006235,26,435.149968
-0.006175,26,435.18304
-0.006141,26,435.216374
-0.006519,26,435.25103
-0.002039,6,435.257536
-0.006127,26,435.289451
-0.002464,8,435.298878
-0.006215,26,435.330582
-0.006152,26,435.358863
-0.002415,8,435.366874
-0.006104,26,435.39554
-0.006229,26,435.424086
-0.006205,26,435.453809
-0.006162,26,435.482312
-0.00625,26,435.509927
-0.006056,26,435.539989
-0.006379,26,435.571716
-0.006066,26,435.59949
-0.006129,26,435.630061
-0.006253,28,435.663473
-0.002039,6,435.671092
-0.002104,6,435.677574
-0.002104,6,435.684964
-0.006507,26,435.722355
-0.006243,26,435.7589
-0.006312,26,435.789598
-0.006368,26,435.822295
-0.006203,26,435.850768
-0.006145,26,435.879916
-0.002541,8,435.888454
-0.002522,8,435.896564
-0.001977,6,435.903213
-0.002464,8,435.910798
-0.006263,26,435.938429
-0.006139,26,435.965613
-0.006397,26,435.993224
-0.002353,8,436.001328
-0.002509,8,436.009448
-0.006236,26,436.053425
-0.006238,26,436.101489
-0.006139,26,436.139271
-0.006272,26,436.176241
-0.006208,26,436.2103
-0.002371,8,436.219826
-0.006181,26,436.25178
-0.006622,26,436.279985
-0.006252,26,436.308249
-0.006017,26,436.338317
-0.006164,26,436.367148
-0.006093,26,436.398875
-0.00618,26,436.427053
-0.006236,26,436.454633
-0.002504,8,436.46244
-0.006215,26,436.489687
-0.006228,26,436.519405
-0.002104,6,436.527055
-0.00625,26,436.55804
-0.006494,28,436.588045
-0.006214,26,436.617988
-0.006205,26,436.648644
-0.006335,26,436.67877
-0.006391,26,436.711071
-0.006181,26,436.740883
-0.006401,26,436.766571
-0.002104,6,436.772484
-0.006085,26,438.398415
-0.006323,28,438.427355
-0.006201,26,438.460497
-0.002371,8,438.470044
-0.006152,26,438.498528
-0.006167,26,438.526177
-0.001977,6,438.533824
-0.006424,26,438.558931
-0.006035,26,438.586236
-0.006479,28,438.61354
-0.002039,6,438.619068
-0.006357,26,438.644557
-0.006257,26,438.671109
-0.00631,26,438.699442
-0.006295,26,438.731555
-0.006223,26,438.757713
-0.006201,26,438.783379
-0.006132,26,438.809383
-0.006232,26,438.834641
-0.006208,26,438.86188
-0.0063,26,438.887736
-0.00623,26,438.915919
-0.002508,8,438.925202
-0.002071,6,438.931333
-0.002104,6,438.936462
-0.001977,6,438.942958
-0.006406,26,438.970758
-0.006092,26,438.998164
-0.006561,26,439.028593
-0.00201,6,439.035692
-0.006465,26,439.065888
-0.00201,6,439.071948
-0.006248,26,439.099974
-0.006084,26,439.129071
-0.002522,8,439.136926
-0.001977,6,439.142986
-0.006085,26,439.169917
-0.006127,26,439.197478
-0.006466,26,439.224481
-0.006366,26,439.251307
-0.002327,8,439.259983
-0.006051,26,439.288619
-0.006107,26,439.316806
-0.006128,26,439.344774
-0.002104,6,439.35133
-0.006193,26,439.379682
-0.006115,26,439.408236
-0.006479,26,439.43674
-0.002104,6,439.443757
-0.006112,26,439.472687
-0.006053,26,439.499736
-0.006479,26,439.531508
-0.006321,26,439.559104
-0.006131,26,439.587795
-0.00613,26,439.616872
-0.006125,26,439.64317
-0.00201,6,439.649713
-0.006259,26,439.677278
-0.003382,8,439.685333
-0.006234,26,439.715139
-0.002071,6,439.725152
-0.006275,26,439.753184
-0.00201,6,439.759213
-0.006056,26,439.787308
-0.006154,26,439.813011
-0.002459,8,439.821503
-0.006382,26,439.849718
-0.006155,26,439.877158
-0.006309,26,439.906662
-0.006222,26,439.935122
-0.006179,26,439.962907
-0.002039,6,439.969907
-0.002071,6,439.976437
-0.002504,8,439.984459
-0.002328,8,439.993721
-0.006093,26,440.025254
-0.002445,8,440.037361
-0.006009,26,440.06578
-0.006262,26,440.091452
-0.006241,26,440.12302
-0.002039,6,440.129595
-0.001946,6,440.13576
-0.006194,26,440.162168
-0.041275,105,440.267904
-0.006598,26,440.295708
-0.006187,26,440.322431
-0.006116,26,440.349908
-0.006117,26,440.377211
-0.006088,26,440.405472
-0.006492,26,440.432741
-0.00624,26,440.462049
-0.006099,26,440.489699
-0.006516,28,440.521657
-0.006371,26,440.551856
-0.006099,26,440.580089
-0.042054,105,442.408671
-0.006282,26,442.437805
-0.006023,26,442.466329
-0.006312,26,442.493018
-0.002104,6,442.499679
-0.006206,26,442.527064
-0.006245,26,442.555272
-0.006139,26,442.582107
-0.041474,105,442.695486
-0.006216,26,442.725471
-0.006009,26,442.754214
-0.00638,26,442.787214
-0.006238,26,442.814391
-0.006205,26,442.845998
-0.006121,26,442.874192
-0.006064,26,442.904064
-0.006337,26,442.932382
-0.006322,26,442.969283
-0.006133,26,443.028904
-0.002071,6,443.042977
-0.002371,8,443.062348
-0.006195,26,443.09424
-0.001912,6,443.09975
-0.006389,26,443.125164
-0.006236,26,443.153926
-0.006211,26,443.183905
-0.006313,26,443.211938
-0.006171,26,443.239325
-0.006145,26,443.268988
-0.006169,26,443.301022
-0.006221,26,443.33223
-0.006079,26,443.358451
-0.006282,26,443.383968
-0.006308,26,443.409702
-0.002071,6,443.416326
-0.006387,26,443.44567
-0.006132,26,443.473891
-0.006167,26,443.499866
-0.002508,8,443.508604
-0.006277,26,443.535623
-0.006465,26,443.562363
-0.002446,8,443.572057
-0.006235,26,443.602607
-0.006202,26,443.629044
-0.006486,26,443.656417
-0.006269,26,443.684664
-0.006571,26,443.717391
-0.002434,8,443.725419
-0.006168,26,443.752869
-0.002383,8,443.760818
-0.006331,26,443.78796
-0.006151,26,443.819209
-0.006362,26,443.851161
-0.006086,26,443.878912
-0.002464,8,443.889383
-0.006019,26,443.915349
-0.006686,26,443.941535
-0.006084,26,443.969658
-0.006098,26,443.996807
-0.006516,26,444.023726
-0.006111,26,444.053269
-0.006206,26,444.079482
-0.006144,26,444.107855
-0.006439,26,444.135626
-0.006427,26,444.162661
-0.006342,28,444.193095
-0.006066,26,444.221501
-0.006152,26,444.247796
-0.006106,26,444.275211
-0.002104,6,444.281745
-0.002342,8,444.289275
-0.006375,26,444.318458
-0.006279,26,444.354937
-0.006132,26,444.384575
-0.006058,26,444.411698
-0.006562,26,444.439293
-0.006233,26,444.466842
-0.002446,8,444.475877
-0.006293,26,444.502953
-0.006022,26,444.530636
-0.001912,6,444.536439
-0.002104,6,444.543316
-0.006464,26,444.571509
-0.006469,26,444.598747
-0.00201,6,446.364311
-0.002071,6,446.370805
-0.006381,26,446.396879
-0.002006,6,446.402141
-0.00614,26,446.427429
-0.006375,26,446.459384
-0.00636,26,446.487461
-0.006208,26,446.514829
-0.006084,26,446.543135
-0.006156,26,446.571446
-0.006305,26,446.599845
-0.002445,8,446.608253
-0.00201,6,446.614585
-0.002541,8,446.622716
-0.041512,105,446.734303
-0.002006,6,446.740479
-0.006261,26,446.768055
-0.006254,26,446.796769
-0.006235,26,446.829058
-0.002104,6,446.837079
-0.002104,6,446.843612
-0.006157,26,446.875232
-0.006189,26,446.904938
-0.006353,26,446.933236
-0.00249,8,446.941304
-0.041385,105,447.054063
-0.00612,26,447.079813
-0.006239,26,447.105686
-0.006178,26,447.129962
-0.006146,26,447.158327
-0.006421,28,447.185856
-0.002308,8,447.194361
-0.006426,28,447.223905
-0.006142,26,447.251456
-0.042127,105,447.371687
-0.006283,26,447.398114
-0.006284,26,447.426971
-0.006125,26,447.455131
-0.006098,26,447.481712
-0.006427,26,447.50895
-0.041306,105,447.619082
-0.006312,26,447.645812
-0.006128,26,447.673403
-0.006216,26,447.70302
-0.006538,26,447.732444
-0.002402,8,447.740463
-0.006183,26,447.768613
-0.00621,26,447.795289
-0.006096,26,447.826164
-0.002104,6,447.833646
-0.006276,26,447.863819
-0.006134,26,447.890532
-0.002071,6,447.896172
-0.002343,8,447.904431
-0.006489,26,447.930103
-0.006161,26,447.957782
-0.006415,26,447.984889
-0.006287,26,448.012057
-0.042139,105,448.170559
-0.006483,26,448.209942
-0.002039,6,448.216482
-0.002527,8,448.225029
-0.006373,26,448.24973
-0.006146,26,448.275799
-0.00201,6,448.28133
-0.002541,8,448.290475
-0.002071,6,448.296635
-0.006196,26,448.329945
-0.006509,28,448.358325
-0.006283,26,448.38357
-0.006546,26,448.412042
-0.001912,6,448.419034
-0.006156,26,448.447032
-0.006282,26,448.472313
-0.040416,105,448.573066
-0.006254,26,450.333206
-0.006386,26,450.359654
-0.002427,8,450.366164
-0.001912,6,450.372585
-0.00201,6,450.378618
-0.006041,26,450.405097
-0.006553,26,450.43425
-0.002104,6,450.441736
-0.00239,8,450.449487
-0.006323,26,450.476506
-0.006154,26,450.502985
-0.006341,26,450.529974
-0.002308,11,450.541131
-0.002071,6,450.546952
-0.00628,26,450.574996
-0.00603,26,450.60185
-0.002371,8,450.610066
-0.002104,6,450.616069
-0.006073,26,450.64319
-0.006501,26,450.669463
-0.006256,26,450.701915
-0.002071,6,450.708868
-0.006178,26,450.740735
-0.006296,26,450.766798
-0.006269,28,450.79597
-0.002071,6,450.801214
-0.00201,6,450.808334
-0.00622,26,450.83784
-0.00201,6,450.843367
-0.006042,26,450.873392
-0.002039,6,450.879411
-0.00621,26,450.908607
-0.002427,8,450.917933
-0.006105,26,450.94352
-0.006265,26,450.971488
-0.00636,26,450.997283
-0.002071,6,451.002792
-0.007179,29,451.032661
-0.006283,26,451.059131
-0.003377,22,451.081453
-0.006266,26,451.107846
-0.006037,26,451.137086
-0.006043,26,451.165605
-0.006257,26,451.191114
-0.006282,26,451.216315
-0.006154,26,451.245691
-0.00607,26,451.272189
-0.003065,8,451.279719
-0.006213,26,451.307006
-0.006235,26,451.336162
-0.002104,6,451.341672
-0.006343,26,451.37038
-0.006136,26,451.398904
-0.002104,6,451.405693
-0.002445,8,451.413942
-0.002071,6,451.420461
-0.006444,26,451.448571
-0.006288,26,451.475484
-0.006179,26,451.500696
-0.006185,26,451.531724
-0.001977,6,451.540748
-0.002427,8,451.551716
-0.006092,26,451.580531
-0.006505,26,451.609337
-0.002508,8,451.617908
-0.006218,26,451.645987
-0.006303,26,451.675807
-0.001912,6,451.680241
-0.006152,26,451.708719
-0.006484,26,451.734779
-0.006002,26,451.762564
-0.002261,8,451.771618
-0.002006,6,451.777133
-0.002479,8,451.786137
-0.00616,26,451.814942
-0.007165,29,451.846553
-0.006344,26,451.872492
-0.006114,26,451.898905
-0.006206,26,451.925987
-0.00647,26,451.951181
-0.006574,26,451.97724
-0.006154,26,452.004895
-0.006122,26,452.029949
-0.00618,26,452.057834
-0.006183,26,452.084161
-0.006339,26,452.110856
-0.042347,105,452.220802
-0.006183,26,452.2468
-0.002104,6,452.252833
-0.006202,26,452.278769
-0.002071,6,452.285805
-0.006238,26,452.316081
-0.006287,26,452.348768
-0.002446,8,452.356324
-0.006063,26,452.383521
-0.006355,26,452.409212
-0.006218,26,452.434377
-0.006745,28,452.463029
-0.006165,26,452.490659
-0.006206,26,454.264586
-0.006122,26,454.291034
-0.006064,26,454.31646
-0.002039,6,454.323621
-0.006483,26,454.349372
-0.006237,26,454.376177
-0.006377,26,454.402832
-0.006301,26,454.432623
-0.006226,26,454.461871
-0.002006,6,454.467885
-0.006194,26,454.49334
-0.006138,26,454.518641
-0.00201,6,454.524329
-0.002104,6,454.529961
-0.006106,26,454.555508
-0.00201,6,454.561982
-0.006127,26,454.588229
-0.002039,6,454.594965
-0.003174,8,454.603998
-0.00624,26,457.718737
-0.002522,8,457.732389
-0.006236,26,457.76433
-0.006259,26,457.793083
-0.006179,26,457.822585
-0.002006,6,457.828793
-0.006364,26,457.858772
-0.006132,26,457.893267
-0.00201,6,457.899959
-0.006237,26,457.93131
-0.04246,105,458.051426
-0.006339,28,458.081553
-0.006584,28,458.113281
-0.002039,6,458.119792
-0.001977,6,458.125397
-0.002071,6,458.132902
-0.006147,26,458.162534
-0.001946,6,458.170068
-0.002039,6,458.177342
-0.006144,26,458.209238
-0.006243,26,458.241366
-0.006157,26,458.271922
-0.006179,26,458.302711
-0.006368,28,458.349349
-0.006078,26,458.392275
-0.006079,26,458.421124
-0.00609,26,458.451181
-0.002508,8,458.459923
-0.006219,26,458.487222
-0.006174,26,458.515653
-0.006045,26,458.546123
-0.006131,26,458.573137
-0.006347,26,458.601157
-0.006611,26,458.637468
-0.006078,26,458.676499
-0.006202,26,458.737868
-0.006303,26,458.769629
-0.002071,6,458.778855
-0.006373,26,458.810553
-0.00645,26,458.851379
-0.006072,26,458.883526
-0.006254,26,458.909189
-0.006141,26,458.938894
-0.002104,6,458.945349
-0.006022,26,458.975998
-0.006345,26,459.00391
-0.006126,26,459.031442
-0.006292,26,459.062328
-0.002104,6,459.069319
-0.006209,26,459.095512
-0.006227,26,459.128963
-0.006263,26,459.159296
-0.006501,26,459.189624
-0.006408,28,459.223181
-0.002039,6,459.229005
-0.006151,26,459.255356
-0.006228,26,459.28231
-0.005971,26,459.314544
-0.006166,26,459.345668
-0.006128,26,459.375496
-0.00604,26,459.403405
-0.006473,28,459.432232
-0.006322,26,459.460189
-0.00626,26,459.486926
-0.041593,105,459.594881
-0.006086,26,459.622786
-0.002071,6,459.628776
-0.006304,26,459.655276
-0.041556,105,461.489892
-0.00201,6,461.495994
-0.006158,26,461.526051
-0.006282,26,461.560647
-0.00609,26,461.588577
-0.001946,6,461.594727
-0.006352,26,461.623478
-0.006254,26,461.652761
-0.00605,26,461.696162
-0.006187,28,461.745815
-0.002104,6,461.754772
-0.006044,26,461.794813
-0.006137,26,461.83474
-0.006072,26,461.872395
-0.006075,26,461.917938
-0.006172,26,461.960084
-0.006474,26,461.998853
-0.002347,8,462.010076
-0.006727,26,462.046791
-0.002427,8,462.058242
-0.002415,8,462.069755
-0.002464,8,462.082476
-0.006175,26,462.119986
-0.00608,26,462.156369
-0.002104,6,462.16559
-0.003377,8,462.177679
-0.002104,6,462.185342
-0.002104,6,462.194754
-0.002104,6,462.204367
-0.00201,6,462.21312
-0.002445,8,462.22499
-0.006292,26,462.263791
-0.006105,26,462.302792
-0.00249,8,462.314807
-0.006273,26,462.347886
-0.006147,26,462.386729
-0.003104,8,462.398623
-0.006108,26,462.436822
-0.002039,6,462.444355
-0.00613,26,462.477972
-0.006148,26,462.509718
-0.006146,26,462.540454
-0.00606,26,462.571775
-0.00242,8,462.582231
-0.006215,26,462.613123
-0.006262,26,462.644549
-0.006255,26,462.67761
-0.00249,8,462.685652
-0.002371,8,462.694598
-0.006138,26,462.727263
-0.00231,8,462.736367
-0.006174,26,462.76436
-0.006212,26,462.791659
-0.00613,26,462.821906
-0.001912,6,462.828688
-0.00246,8,462.837337
-0.006098,26,462.869874
-0.00629,26,462.903179
-0.006329,26,462.94484
-0.006023,26,462.974032
-0.006222,26,463.002713
-0.005995,26,463.03135
-0.006146,26,463.060318
-0.006278,26,463.087995
-0.002446,8,463.098603
-0.006222,26,463.126061
-0.002104,6,463.132605
-0.006061,26,463.16033
-0.006187,26,463.188455
-0.002071,6,463.194511
-0.002308,8,463.203251
-0.002541,8,463.211769
-0.005982,26,463.240452
-0.002104,6,463.247096
-0.006154,26,463.27504
-0.002039,6,463.281698
-0.0066,28,463.31175
-0.006251,26,463.341221
-0.002523,8,463.351
-0.006268,26,463.389271
-0.006094,26,463.449705
-0.006152,26,463.498707
-0.00201,6,463.506561
-0.006089,26,463.553957
-0.00607,26,463.588033
-0.002464,8,463.597624
-0.006358,26,463.625276
-0.006486,28,463.652819
-0.006235,26,463.681467
-0.002104,6,463.68802
-0.002509,8,463.70014
-0.006306,26,463.742059
-0.006131,26,463.779176
-0.006229,26,463.812997
-0.002522,8,463.822732
-0.006206,26,463.859349
-0.006337,26,463.895768
-0.006383,26,463.936546
-0.006049,26,463.973889
-0.006334,26,464.008671
-0.006322,26,464.046419
-0.00626,26,464.07356
-0.006153,26,464.100899
-0.006317,28,466.16316
-0.006328,26,466.20089
-0.006222,26,466.229993
-0.006309,26,466.260648
-0.006056,26,466.292331
-0.002104,6,466.301861
-0.006286,26,466.338067
-0.001946,6,466.345694
-0.006165,26,466.380049
-0.00626,26,466.412851
-0.006143,26,466.443254
-0.002527,8,466.453388
-0.00335,22,466.479077
-0.006088,26,466.509404
-0.006407,26,466.538634
-0.006191,26,466.567905
-0.00611,26,466.59981
-0.006002,26,466.635324
-0.006076,26,466.666869
-0.006018,26,466.701899
-0.002464,8,466.710924
-0.006169,26,466.742966
-0.006533,26,466.772695
-0.006007,26,466.801137
-0.00601,26,466.833213
-0.006301,26,466.864419
-0.006149,26,466.893161
-0.00616,26,466.921784
-0.006085,26,466.95098
-0.006036,26,466.978785
-0.006056,26,467.004375
-0.006129,26,467.032636
-0.002527,8,467.041143
-0.006104,26,467.068032
-0.006132,26,467.0967
-0.006007,26,467.125098
-0.006007,26,467.155427
-0.006232,26,467.187926
-0.006158,26,467.221955
-0.006228,26,467.250811
-0.002464,8,467.261247
-0.006056,26,467.290346
-0.006043,26,467.321416
-0.006424,26,467.351105
-0.002464,8,467.361459
-0.006057,26,467.389605
-0.006091,26,467.416207
-0.006056,26,467.445102
-0.006151,26,467.473526
-0.002039,6,467.47996
-0.006259,26,467.507425
-0.006116,26,467.535363
-0.006138,26,467.565426
-0.00201,6,467.571894
-0.006257,26,467.601409
-0.006021,26,467.628691
-0.006136,26,467.655164
-0.006028,26,467.6867
-0.006136,26,467.716013
-0.006136,26,467.744632
-0.006118,26,467.770879
-0.00631,26,467.797966
-0.006113,26,467.827334
-0.006317,26,467.856798
-0.006144,26,467.883646
-0.005981,26,467.910687
-0.006727,28,467.937827
-0.006158,26,467.964465
-0.006295,26,467.991332
-0.006338,26,468.017992
-0.006071,26,468.045763
-0.006141,26,468.072541
-0.002508,8,468.080229
-0.006072,26,468.106857
-0.00616,26,468.135254
-0.006219,26,468.161788
-0.002104,6,468.168888
-0.006217,26,468.20696
-0.006227,26,468.236585
-0.006061,26,468.266631
-0.00201,6,468.274158
-0.002104,6,468.280506
-0.002104,6,468.288039
-0.002328,8,468.297697
-0.002104,6,468.303901
-0.002104,6,468.310401
-0.00648,26,468.34324
-0.006096,26,468.37249
-0.006235,26,468.400225
-0.006056,26,468.427075
-0.006332,26,468.45534
-0.00625,26,470.267819
-0.006028,26,470.293046
-0.006147,26,470.326432
-0.006146,26,470.35515
-0.002104,6,470.362684
-0.006069,26,470.38777
-0.006179,26,470.415582
-0.002104,6,470.421152
-0.002478,8,470.429781
-0.006154,26,470.457815
-0.002353,8,470.466362
-0.006242,26,470.494731
-0.006135,26,470.522871
-0.002104,6,470.528919
-0.002104,6,470.535555
-0.006209,26,470.564782
-0.006477,26,470.594557
-0.006289,26,470.622069
-0.006349,26,470.649144
-0.006226,26,470.676343
-0.002527,8,470.68702
-0.006029,26,470.72882
-0.006023,26,470.784951
-0.006007,26,470.821375
-0.006087,26,470.850865
-0.006072,26,470.880051
-0.006256,26,470.905868
-0.006036,26,470.932715
-0.006233,26,470.959559
-0.006155,26,470.986293
-0.006271,26,471.014871
-0.006023,26,471.040996
-0.006382,26,471.069983
-0.006092,26,471.097042
-0.00637,26,471.125271
-0.006219,26,471.152915
-0.006317,26,471.181696
-0.006057,26,471.220935
-0.006133,26,471.254282
-0.006096,26,471.281547
-0.006106,26,471.308613
-0.006036,26,471.335324
-0.006037,26,471.363795
-0.006134,26,471.396378
-0.006221,26,471.423493
-0.005992,26,471.451164
-0.006467,26,471.47899
-0.002071,6,471.484564
-0.006155,26,471.511595
-0.006394,26,471.540263
-0.006119,26,471.568694
-0.002361,8,471.575938
-0.002039,6,471.583043
-0.006045,26,471.610945
-0.006148,26,471.637706
-0.006007,26,471.665793
-0.006098,26,471.694697
-0.006202,26,471.733469
-0.006051,26,471.763632
-0.006028,26,471.790762
-0.006144,26,471.817983
-0.006176,26,471.849085
-0.006166,26,471.881582
-0.005958,26,471.917874
-0.006145,26,471.951262
-0.002104,6,471.957442
-0.006143,26,471.984978
-0.006097,26,472.011374
-0.006084,26,472.038538
-0.006248,26,472.065317
-0.006029,26,472.093434
-0.006085,26,472.121933
-0.006227,26,472.148712
-0.006043,26,472.178812
-0.006036,26,472.210743
